State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Jharkhand,East Singbhum,1981,21.422,38.965,76.55,62.117,112.598,92.815,302.014,240.29,277.468,5.283,3.2,5.179
Jharkhand,East Singbhum,1982,9.027,24.01,62.242,77.749,49.127,115.239,171.919,432.166,185.457,6.99,11.454,0.875
Jharkhand,East Singbhum,1983,2.25,54.525,49.454,36.888,118.634,169.312,224.416,284.19,138.994,124.885,0.614,1.812
Jharkhand,East Singbhum,1984,33.436,18.568,1.011,50.077,54.781,507.708,250.981,367.995,119.984,65.196,0.238,0
Jharkhand,East Singbhum,1985,22.176,5.84,1.124,23.225,36.219,171.058,342.678,284.644,175.584,133.221,0,0
Jharkhand,East Singbhum,1986,22.93,31.259,2.1,33.445,69.743,170.369,320.273,241.04,465.988,54.106,37.668,3.046
Jharkhand,East Singbhum,1987,2.922,4.057,13.294,46.594,61.356,68.369,289.202,462.701,139.521,72.969,24.055,3.187
Jharkhand,East Singbhum,1988,3.572,31.414,28.635,26.755,84.307,112.333,252.188,302.644,218.9,74.636,15.992,0.199
Jharkhand,East Singbhum,1989,3.085,1.696,16.216,3.143,149.895,231.19,221.052,248.272,211.436,135.88,4.151,8.791
Jharkhand,East Singbhum,1990,0,45.319,59.457,20.113,166.282,255.724,551.345,243.144,240.743,131.804,10.803,1.013
Jharkhand,East Singbhum,1991,12.976,12.737,52.497,17.444,39.546,210.988,246.503,447.977,223.463,83.663,4.934,19.058
Jharkhand,East Singbhum,1992,17.226,10.107,0.3,9.11,115.348,181.603,281.822,174.237,168.244,66.309,2.288,0
Jharkhand,East Singbhum,1993,2.072,0.714,50.631,57.656,71.443,299.187,271.957,293.509,302.868,138.165,7.072,0
Jharkhand,East Singbhum,1994,14.652,48.529,46.71,43.346,53.095,251.344,299.668,336.07,151.849,184.658,2.943,0
Jharkhand,East Singbhum,1995,15.28,26.235,37.658,13.495,81.75,85.46,274.505,239.146,338.851,109.025,16.805,0
Jharkhand,East Singbhum,1996,9.717,18.288,8.472,33.275,25.895,268.892,188.447,416.653,115.32,138.253,2.124,0
Jharkhand,East Singbhum,1997,31.57,14.762,45.01,57.951,94.74,91.448,323.51,359.424,261.468,41.789,16.772,12.31
Jharkhand,East Singbhum,1998,25.306,77.317,20.938,34.408,91.96,169.355,196.422,198.981,251.001,247.545,31.829,0
Jharkhand,East Singbhum,1999,5.73,4.655,0.3,0.376,147.708,179.673,223.321,453.357,338.83,54.059,9.881,0
Jharkhand,East Singbhum,2000,3.209,74.749,0.3,57.616,101.682,225.462,159.26,224.27,172.929,29.785,6.245,0.789
Jharkhand,East Singbhum,2001,0.499,4.441,55.912,29.205,90.64,252.315,185.198,281.616,108.763,122.03,12.687,0
Jharkhand,East Singbhum,2002,39.344,19.142,5.846,48.967,72.784,169.98,225.158,372.451,223.83,74.662,11.942,0
Jharkhand,Ranchi,1901,55.743,70.255,5.934,16.315,29.99,74.341,221.62,289.332,275.567,24.645,14.958,0
Jharkhand,Ranchi,1902,13.536,6.158,7.024,24.836,25.899,80.481,284.795,244.662,309.031,13.795,0.909,8.336
Jharkhand,Ranchi,1903,9.275,28.976,6.931,6.868,35.605,109.292,217.854,210.821,204.182,105.219,1.346,0.311
Jharkhand,Ranchi,1904,0.828,10.263,52.148,0.877,168.352,206.35,347.718,517.345,106.275,58.478,1.474,2.087
Jharkhand,Ranchi,1905,9.936,39.507,60.503,39.821,45.133,35.294,393.556,305.438,413.919,21.584,0,1.73
Jharkhand,Ranchi,1906,10.992,127.707,41.441,0.228,14.021,174.904,470.057,239.62,220.101,74.149,3.196,2.021
Jharkhand,Ranchi,1907,0.188,85.416,52.247,84.545,27.271,340.834,179.253,316.793,116.43,5.647,0.045,8.779
Jharkhand,Ranchi,1908,21.536,75.053,8.477,2.446,19.29,196.816,340.272,414.193,121.508,94.876,0.001,0
Jharkhand,Ranchi,1909,2.104,20.405,0.199,81.214,11.542,258.602,371.361,271.301,169.08,12.3,0.318,7.004
Jharkhand,Ranchi,1910,15.245,21.85,27.232,13.353,18.914,193.376,240.818,424.653,219.824,58.031,16.63,0
Jharkhand,Ranchi,1911,5.576,1.296,42.173,5.558,20.353,525.358,77.621,296.376,272.802,80.644,32.388,0
Jharkhand,Ranchi,1912,1.839,25.28,20.501,21.445,37.443,115.81,290.499,345.567,87.201,24.019,23.484,0
Jharkhand,Ranchi,1913,0.188,90.376,51.616,4.155,60.493,323.488,318.649,358.145,130.483,91.562,5.504,10.832
Jharkhand,Ranchi,1914,0.469,52.141,29.319,65.129,65.276,124.71,204.563,388.629,159.542,3.142,0,9.503
Jharkhand,Ranchi,1915,4.553,62.189,38.87,12.451,26.89,116.086,234.572,351.879,270.784,55.316,31.778,0
Jharkhand,Ranchi,1916,0.188,27.735,0.199,8.221,10.623,353.39,290.23,393.362,180.886,160.879,10.399,0
Jharkhand,Ranchi,1917,1.305,101.477,14.354,12.603,82.012,191.782,258.72,582.166,120.959,214.96,1.617,0.585
Jharkhand,Ranchi,1918,0.313,0.657,13.04,14.025,36.033,335.361,155.82,434.246,210.247,2.396,0.001,1.782
Jharkhand,Ranchi,1919,73.353,26.155,24.735,29.713,59.566,266.255,345.946,570.409,146.568,104.26,9.003,0.001
Jharkhand,Ranchi,1920,0.188,37.626,73.716,0.228,26.735,92.307,542.292,446.028,133.438,27.454,0,0
Jharkhand,Ranchi,1921,65.963,19.699,2.98,13.681,6.236,303.063,316.719,508.632,121.638,11.823,0,0
Jharkhand,Ranchi,1922,15.002,5.756,0.199,13.18,7.122,317.034,373.383,411.814,380.867,64.988,9.345,0.585
Jharkhand,Ranchi,1923,0.198,122.374,4.698,6.772,2.842,128.616,405.928,558.634,226.811,34.871,9.936,3.02
Jharkhand,Ranchi,1924,24.037,33.287,0.951,26.228,14.978,92.314,342.464,279.279,248.914,81.832,31.781,0
Jharkhand,Ranchi,1925,7.534,10.422,8.509,18.334,46.463,295.023,334.747,480.13,131.028,61.108,10.817,6.046
Jharkhand,Ranchi,1926,14.044,3.938,93.964,16.825,76.447,67.547,393.088,411.497,215.403,54.653,4.059,10.718
Jharkhand,Ranchi,1927,12.062,81.457,79.799,5.83,23.746,94.202,351.185,430.522,154.133,38.557,13.537,0
Jharkhand,Ranchi,1928,15.516,14.748,1.465,40.756,52.517,231.916,433.029,275.193,168.885,149.595,0.473,1.731
Jharkhand,Ranchi,1929,15.634,22.861,14.37,14.323,22.228,115.84,303.81,390.361,118.952,236.491,0,14.844
Jharkhand,Ranchi,1930,7.28,11.084,3.646,23.018,27.242,107.352,381.897,283.186,219.877,20.947,32.053,6.948
Jharkhand,Ranchi,1931,4.408,98.465,28.419,3.772,21.667,92.963,386.35,415.335,223.118,92.706,14.215,3.841
Jharkhand,Ranchi,1932,0.188,44.907,2.841,18.028,59.53,65.772,466.491,362.368,176.68,38.375,22.913,1.145
Jharkhand,Ranchi,1933,37.506,38.816,3.056,50.528,49.245,242.605,275.674,414.471,186.81,104.047,0.383,0.016
Jharkhand,Ranchi,1934,15.275,20.888,2.213,15.256,5.719,175.87,283.239,502.32,225.177,55.906,20.334,1.529
Jharkhand,Ranchi,1935,3.325,13.461,6.86,32.707,1.99,139.831,317.587,516.264,192.565,10.38,0,0.624
Jharkhand,Ranchi,1936,6.2,39.864,22.468,4.675,95.562,386.37,361.393,331.675,298.682,150.451,2.842,12.229
Jharkhand,Ranchi,1937,0.188,95.858,7.565,43.699,30.519,138.346,388.292,357.934,216.968,134.158,0.241,0.239
Jharkhand,Ranchi,1938,12.616,29.121,2.141,3.319,96.292,213.369,207.706,328.227,215.565,55.171,0.506,0
Jharkhand,Ranchi,1939,12.063,20.222,19.336,11.012,8.159,193.279,422.304,385.015,254.339,67.977,1.153,0.699
Jharkhand,Ranchi,1940,0.198,59.942,129.108,15.333,35.378,137.356,279.695,467.18,203.074,22.765,0.165,4.408
Jharkhand,Ranchi,1941,30.654,8.178,14.157,2.569,33.951,269.761,264.585,470.26,203.767,94.222,10.039,0
Jharkhand,Ranchi,1942,21.243,88.506,29.003,23.126,3.407,133.108,386.573,467.007,355.578,33.661,3.419,0
Jharkhand,Ranchi,1943,31.29,15.223,4.737,71.47,33.28,122.604,429.263,615.244,195.646,62.6,0.86,0
Jharkhand,Ranchi,1944,33.334,93.974,106.079,22.486,19.695,131.464,377.965,553.243,140.074,96.517,0.156,0
Jharkhand,Ranchi,1945,36.903,37.057,2.188,33.068,39.373,191.376,270.166,157.65,278.54,141.097,0.024,6.274
Jharkhand,Ranchi,1946,0.188,14.103,21.14,29.691,47.149,290.872,356.774,493.201,336.774,109.754,27.361,1.145
Jharkhand,Ranchi,1947,36.685,43.196,30.727,3.289,17.369,181.993,343.19,297.653,338.19,69.738,0.016,9.659
Jharkhand,Ranchi,1948,20.65,60.673,29.116,19.616,30.975,196.528,317.563,341.31,275.935,66.512,33.862,1.145
Jharkhand,Ranchi,1949,2.233,26.898,20.314,24.635,75.143,122.334,284.927,478.794,210.615,131.803,0,0
Jharkhand,Ranchi,1950,2.578,23.807,70.787,11.866,10.989,223.107,322.027,390.317,119.837,38.141,13.981,6.941
Jharkhand,Ranchi,1951,3.091,3.397,69.943,48.687,11.743,145.233,261.069,350.572,254.1,67.03,8.551,0
Jharkhand,Ranchi,1952,0.771,15.647,46.093,32.6,15.345,242.608,189.306,277.909,210.817,71.515,0.241,2.325
Jharkhand,Ranchi,1953,54.101,5.422,0.199,6.916,5.162,127.339,264.686,446.998,280.786,19.908,9.471,0
Jharkhand,Ranchi,1954,7.339,34.308,1.896,1.087,30.274,213.794,94.288,252.982,278.362,41.126,0,5.946
Jharkhand,Ranchi,1955,7.355,13.572,8.305,8.308,23.406,107.752,224.337,229.897,212.538,145.829,11.037,0
Jharkhand,Ranchi,1956,11.165,55.489,13.673,7.45,96.845,334.653,387.957,470.605,396.203,77.576,4.052,5.195
Jharkhand,Ranchi,1957,49.768,14.955,20.184,6.621,2.08,89.599,432.017,313.807,166.085,22.597,0,0
Jharkhand,Ranchi,1958,33.769,50.359,25.453,40.453,3.462,108.424,503.941,266.132,261.242,158.938,10.381,0
Jharkhand,Ranchi,1959,51.131,8.901,1.616,9.131,37.221,126.024,314.901,262.347,185.422,181.296,0,1.757
Jharkhand,Ranchi,1960,0.873,0.318,44.429,11.02,12.415,128.603,432.944,445.996,146.99,56.448,0.318,1.216
Jharkhand,Ranchi,1961,38.769,113.064,0.792,1.504,25.915,226.254,202.035,439.919,296.741,95.902,0.024,6.364
Jharkhand,Ranchi,1962,11.995,15.197,5.033,5.026,6.214,153.941,325.47,229.956,262.547,73.43,0.001,2.341
Jharkhand,Ranchi,1963,3.927,6.03,38.519,30.789,96.596,150.586,263.009,375.638,209.578,149.63,9.078,0
Jharkhand,Ranchi,1964,0.715,24.011,14.928,41.4,39.53,174.485,375.026,495.696,240.708,64.056,19.208,0
Jharkhand,Ranchi,1965,6.577,14.844,20.827,48.138,10.947,70.018,398.112,255.263,218.515,48.32,0,3.005
Jharkhand,Ranchi,1966,68.463,13.884,1.003,0.869,2.136,215.3,88.262,210.7,142.384,19.584,12.723,16.449
Jharkhand,Ranchi,1967,40.459,0.443,73.354,12.609,14.556,172.189,274.072,459.68,235.026,22.987,0,3.361
Jharkhand,Ranchi,1968,30.115,30.856,4.985,2.275,2.435,196.948,314.321,393.967,137.854,49.657,6.964,2.301
Jharkhand,Ranchi,1969,2.838,6.181,11.926,26.061,56.092,104.244,416.311,358.388,208.567,18.106,17.226,0.407
Jharkhand,Ranchi,1970,8.373,49.784,39.299,3.744,38.605,282.234,273.843,305.539,261.504,65.74,2.838,0
Jharkhand,Ranchi,1971,32.925,61.586,3.005,63.154,95.422,479.487,458.194,548.838,167.873,105.415,1.314,0
Jharkhand,Ranchi,1972,5.193,80.593,1.288,42.562,1.368,57.442,270.993,442.313,178.509,157.788,16.13,1.145
Jharkhand,Ranchi,1973,32.095,4.734,11.931,6.218,30.047,167.815,176.823,374.346,264.259,167.982,5.707,18.006
Jharkhand,Ranchi,1974,4.387,5.599,38.043,1.359,25.335,69.854,436.485,284.22,180.617,130.042,4.519,0
Jharkhand,Ranchi,1975,36.763,12.52,31.781,1.33,21.194,157.56,481.067,205.72,202.744,99.479,6.806,0
Jharkhand,Ranchi,1976,5.381,10.419,2.594,54.356,23.552,65.444,413.671,294.487,413.549,8.685,4.073,0
Jharkhand,Ranchi,1977,2.09,14.396,0.199,64.448,161.312,216.889,481.449,367.501,256,56.858,30.256,11.706
Jharkhand,Ranchi,1978,7.911,99.386,52.964,67.235,25.938,318.048,307.101,380.429,377.172,67.438,3.758,29.506
Jharkhand,Ranchi,1979,12.917,35.874,2.375,27.804,5.136,129.824,333.061,195.47,154.595,17.985,14.865,11.917
Jharkhand,Ranchi,1980,48.342,35.187,38.43,2.593,33.74,293.545,351.543,350.673,122.116,43.213,0,5.742
Jharkhand,Ranchi,1981,25.699,27.638,60.777,23.241,52.234,65.185,377.382,231.934,234.562,3.133,5.643,5.89
Jharkhand,Ranchi,1982,24.684,27.205,71.277,37.88,44.583,124.861,223.389,460.699,248.643,5.467,10.455,2.424
Jharkhand,Ranchi,1983,3.641,44.416,29.138,30.244,74.74,162.596,283.871,279.599,133.549,98.957,0.375,2.381
Jharkhand,Ranchi,1984,42.9,33.57,0.609,32.602,21.464,437.487,300.638,358.521,134.472,53.139,0.143,0
Jharkhand,Ranchi,1985,36.723,5.461,0.784,9.184,16.002,144.891,423.452,339.097,154.961,124.024,0,0.014
Jharkhand,Ranchi,1986,28.077,50.675,2.269,19.542,32.058,167.739,374.799,336.889,290.855,23.038,19.792,6.898
Jharkhand,Ranchi,1987,4.75,13.827,12.103,15.014,29.34,46.45,320.693,512.43,364.358,58.998,19.279,3.658
Jharkhand,Ranchi,1988,6.533,34.289,38.931,14.911,50.434,175.083,296.426,260.85,187.276,51.743,4.587,0.593
Jharkhand,Ranchi,1989,5.145,0.318,14.876,1.219,86.907,257.058,263.599,303.009,167.914,87.982,6.897,21.608
Jharkhand,Ranchi,1990,0.188,70.03,39.569,7.904,81.742,315.318,639.029,300.674,209.815,101.21,5.001,0.855
Jharkhand,Ranchi,1991,14.476,14.46,52.433,16.355,22.177,222.177,272.957,543.444,192.634,46.698,3.364,27.236
Jharkhand,Ranchi,1992,24.896,7.258,0.199,6.904,46.869,110.635,260.991,164.948,131.065,73.549,1.886,0
Jharkhand,Ranchi,1993,5.701,0.416,29.331,17.434,38.113,166.757,251.021,256.222,265.739,107.979,3.156,0
Jharkhand,Ranchi,1994,35.368,33.601,25.791,26.426,17.618,321.621,354.533,369.716,99.874,154.516,1.577,0
Jharkhand,Ranchi,1995,17.042,22.769,37.624,4.621,39.488,62.452,305.879,252.114,253.872,55.576,9.41,0
Jharkhand,Ranchi,1996,19.632,18.707,4.8,12.243,11.615,281.918,264.361,409.801,110.6,138.837,1.552,0
Jharkhand,Ranchi,1997,35.848,7.816,22.761,22.096,73.982,68.201,312.932,397.836,169.373,29.675,20.861,17.424
Jharkhand,Ranchi,1998,26.469,56.556,11.976,18.625,77.751,99.85,215.885,231.133,209.902,202.751,25.762,0
Jharkhand,Ranchi,1999,15.823,10.188,0.199,0.228,66.897,153.43,279.254,419.334,190.409,36.214,4.004,0
Jharkhand,Ranchi,2000,7.69,63.409,0.199,28.614,33.204,205.837,158.763,190.652,197.848,13.564,2.496,0.498
Jharkhand,Ranchi,2001,1.282,2.348,50.707,19.21,31.212,158.582,235.194,331.582,76.509,94.283,6.564,0
Jharkhand,Ranchi,2002,46.495,17.244,7.376,20.255,30.85,105.392,219.608,378.858,186.822,86.296,12.336,0
Jharkhand,Sahibganj,1901,39.901,15.512,5.066,15.461,33.641,118.762,277.861,350.396,150.888,56.423,25.682,0
Jharkhand,Sahibganj,1902,0,0.006,18.959,50.108,41.794,135.035,369.361,251.577,425.232,43.579,0.248,2.988
Jharkhand,Sahibganj,1903,5.697,11.442,13.268,45.753,73.898,213.407,147.078,333.495,184.565,150.778,8.567,0
Jharkhand,Sahibganj,1904,0.14,6.194,27.115,9.547,252.504,381.314,358.317,275.645,107.452,15.284,9.619,0.192
Jharkhand,Sahibganj,1905,17.817,34.689,35.535,25.224,117.215,59.586,393.847,456.005,242.806,32.299,0.192,1.015
Jharkhand,Sahibganj,1906,30.29,67.295,25.511,3.567,62.487,223.893,268.259,247.603,119.241,191.437,4.036,0
Jharkhand,Sahibganj,1907,4.745,31.421,40.349,31.194,52.273,264.377,234.921,231.916,266.565,35.321,0,2.867
Jharkhand,Sahibganj,1908,12.102,31.992,5.401,3.123,52.653,309.52,324.404,283.311,139.439,8.97,0.108,0.448
Jharkhand,Sahibganj,1909,14.189,5.293,0.108,79.985,44.099,341.636,209.869,466.272,229.126,29.673,1.738,4.221
Jharkhand,Sahibganj,1910,1.044,28.398,23.001,49.16,46.06,209.278,383.366,362.465,181.086,93.642,5.791,0
Jharkhand,Sahibganj,1911,6.249,0.29,23.361,4.423,54.993,568.965,196.129,313.185,281.433,157.092,12.566,0
Jharkhand,Sahibganj,1912,0.298,7.129,15.916,53.512,72.912,220.127,354.301,297.796,57.26,42.952,18.748,1.5
Jharkhand,Sahibganj,1913,0,33.692,33.036,3.27,108.058,537.025,180.353,368.3,224.051,58.846,2.673,15.871
Jharkhand,Sahibganj,1914,0,29.665,16.093,21.888,101.796,130.891,525.02,376.511,123.77,45.241,0,6.001
Jharkhand,Sahibganj,1915,2.582,22.395,24.231,13.057,91.487,263.425,289.749,338.565,217.553,53.223,15.929,0
Jharkhand,Sahibganj,1916,0.09,7.206,4.976,23.256,28.571,379.159,334.547,299.59,314.784,308.146,13.035,0
Jharkhand,Sahibganj,1917,1.823,25.168,8.161,17.344,110.224,208.041,371.055,157.696,387.764,288.214,11.836,0
Jharkhand,Sahibganj,1918,2.483,1.764,9.725,40.282,101.128,268.909,151.753,587.004,212.282,24.346,0.108,2.23
Jharkhand,Sahibganj,1919,17.503,17.125,13.326,9.059,93.604,223.155,302.47,400.658,210.546,133.362,12.341,0
Jharkhand,Sahibganj,1920,2.276,23.595,42.64,12.656,51.91,125.457,483.94,250.363,400.232,15.794,0,0
Jharkhand,Sahibganj,1921,34.931,3.387,10.297,17.634,35.696,221.139,335.96,430.327,209.31,46.617,0,0
Jharkhand,Sahibganj,1922,9.681,4.948,0.108,4.545,28.764,493.845,330.772,348.154,271.282,36.106,0,7.064
Jharkhand,Sahibganj,1923,0.859,42.458,1.913,5.755,31.23,173.868,212.808,324.324,144.635,101.355,3.282,0.912
Jharkhand,Sahibganj,1924,5.584,8.87,0.603,22.746,45.786,276.729,382.739,387.74,268.952,86.541,43.906,0
Jharkhand,Sahibganj,1925,50.894,9.308,6.256,76.245,69.806,259.287,496.832,271.41,258.36,26.322,3.494,0
Jharkhand,Sahibganj,1926,32.095,0.29,59.509,18.427,121.378,68.234,452.481,329.52,238.893,54.895,0,5.598
Jharkhand,Sahibganj,1927,25.97,75.791,37.281,4.271,71.58,256.525,318.54,345.368,95.096,53.928,22.311,0
Jharkhand,Sahibganj,1928,51.983,3.261,1.412,11.736,99.683,418.257,438.614,204.639,258.029,123.351,0.489,0.896
Jharkhand,Sahibganj,1929,36.473,1.487,14.328,29.204,70.36,197.2,382.876,204.049,75.021,313.564,0.436,4.354
Jharkhand,Sahibganj,1930,2.385,11.748,8.006,16.451,68.102,179.03,402.744,270.882,173.17,80.293,25.857,5.384
Jharkhand,Sahibganj,1931,15.62,54.543,20.341,2.833,57.849,149.333,495.907,205.85,455.044,47.057,12.046,0.644
Jharkhand,Sahibganj,1932,0,35.32,5.815,26.404,94.844,103.851,343.062,263.549,260.404,48.929,32.818,4.534
Jharkhand,Sahibganj,1933,47.73,12.619,1.573,37.504,86.883,251.907,352.485,455.569,138.85,78.06,0,0
Jharkhand,Sahibganj,1934,15.659,30.878,0.719,45.832,56.452,230.426,294.649,320.085,276.817,73.157,5.664,1.661
Jharkhand,Sahibganj,1935,15.768,14.1,9.24,3.3,29.713,175.532,206.66,604.115,357.775,15.078,0,0.912
Jharkhand,Sahibganj,1936,6.597,9.919,14.744,9.151,140.034,225.215,341.148,258.794,490.559,89.775,0.192,14.559
Jharkhand,Sahibganj,1937,0,29.371,5.646,59.614,75.174,215.121,163.479,447.341,307.144,139.558,0.707,0.505
Jharkhand,Sahibganj,1938,2.504,25.857,8.542,6.889,119.44,336.327,218.541,294.066,115.351,52.082,3.311,0
Jharkhand,Sahibganj,1939,8.263,14.25,7.905,12.71,50.75,207.921,502.2,291.999,343.33,143.92,1.619,0.108
Jharkhand,Sahibganj,1940,0.09,30.71,50.476,8.777,63.624,155.088,303.93,331.396,152.839,49.118,0.192,2.243
Jharkhand,Sahibganj,1941,31.875,1.841,11.077,16.795,53.94,321.398,333.809,361.711,277.631,174.497,16.379,0
Jharkhand,Sahibganj,1942,3.648,49.029,6.883,12.238,25.446,133.262,414.991,598.607,459.764,61.942,1.948,0.448
Jharkhand,Sahibganj,1943,38.337,11.955,18.716,89.812,83.755,176.643,651.459,323.112,256.276,67.444,0,0
Jharkhand,Sahibganj,1944,16.949,38.059,48.807,37.103,61.618,207.716,372.861,482.35,150.492,53.249,0,0
Jharkhand,Sahibganj,1945,39.321,22.432,5.357,60.961,66.264,206.884,278,418.092,334.753,177.714,0,0.896
Jharkhand,Sahibganj,1946,0,5.796,19.06,36.538,84.965,178.887,342.12,282.181,207.963,200.969,17.629,0
Jharkhand,Sahibganj,1947,2.57,5.548,23.449,6.573,52.397,194.798,386.424,298.634,340.167,57.079,0.289,1.924
Jharkhand,Sahibganj,1948,4.495,6.893,5.963,90.108,92.441,161.204,316.621,281.104,136.781,116.729,17.355,0
Jharkhand,Sahibganj,1949,2.775,17.544,13.274,32.174,132.586,398.86,335.717,507.945,158.926,43.759,0,0
Jharkhand,Sahibganj,1950,0.535,15.799,42.458,9.789,26.094,416.488,229.984,322.288,165.894,74.24,8.091,0
Jharkhand,Sahibganj,1951,8.072,0.006,31.688,5.1,31.262,203.547,444.474,374.714,282.861,111.386,25.528,0
Jharkhand,Sahibganj,1952,0,7.606,25.82,50.275,33.365,345.725,297.622,316.655,268.307,119.309,30.993,0
Jharkhand,Sahibganj,1953,50.796,10.271,22.048,2.341,35.294,197.869,449.868,235.528,297.967,6.53,0.846,0
Jharkhand,Sahibganj,1954,22.968,3.21,0.858,2.339,51.021,306.828,365.142,301.731,304.236,76.409,0,3.452
Jharkhand,Sahibganj,1955,38.202,7.787,7.871,32.011,29.164,221.48,473.533,209.485,174.607,72.679,18.647,0.721
Jharkhand,Sahibganj,1956,15.941,30.345,12.823,59.501,126.458,327.213,254.274,366.36,301.044,183.201,33.599,6.548
Jharkhand,Sahibganj,1957,12.465,9.864,13.342,1.582,15.148,117.928,251.838,160.225,255.904,87.039,0,0.961
Jharkhand,Sahibganj,1958,12.014,19.396,12.226,16.558,28.647,104.692,335.905,606.496,212.816,135.177,2.084,0
Jharkhand,Sahibganj,1959,12.147,0.006,6.805,9.988,72.715,164.327,304.936,339.025,292.768,377.499,0,0.164
Jharkhand,Sahibganj,1960,0.857,0.006,32.673,1.105,41.273,140.071,283.889,217.284,255.295,62.863,2.266,0
Jharkhand,Sahibganj,1961,8.542,69.888,2.298,3.153,45.624,213.157,180.379,322.633,275.388,144.221,1.61,3.775
Jharkhand,Sahibganj,1962,12.741,15.378,3.605,2.757,66.777,173.094,219.056,502.426,151.116,65.717,0,1.951
Jharkhand,Sahibganj,1963,0.882,2.297,31.639,65.428,110.868,253.802,295.372,130.124,219.716,240.882,14.891,0.336
Jharkhand,Sahibganj,1964,0.86,1.012,7.763,51.758,51.554,198.256,275.033,238.646,155.363,72.947,2.538,0
Jharkhand,Sahibganj,1965,0,11.439,12.272,24.99,50.309,107.052,263.523,378.033,187.726,31.294,7.267,1.475
Jharkhand,Sahibganj,1966,39.535,1.693,0.403,8.18,35.818,178.468,143.431,312.003,145.29,32.21,34.448,14.604
Jharkhand,Sahibganj,1967,7.867,0.767,55.949,63.775,24.717,156.833,261.588,368.942,133.226,45.851,0,0.724
Jharkhand,Sahibganj,1968,17.465,2.637,8.868,14.054,25.372,384.967,371.344,294.542,98.13,204.603,7.836,2.703
Jharkhand,Sahibganj,1969,5.946,4.19,21.759,25.706,90.977,160.538,317.601,393.089,209.179,69.742,11.107,0
Jharkhand,Sahibganj,1970,21.338,11.896,7.915,3.926,49.317,210.371,301.029,254.264,305.953,151.084,4.566,0
Jharkhand,Sahibganj,1971,23.921,15.65,8.534,131.371,83.539,296.478,421.824,553.425,307.305,104.039,6.055,0
Jharkhand,Sahibganj,1972,8.641,24.172,1.009,15.111,28.848,97.507,179.107,357.437,200.105,53.875,1.388,0.009
Jharkhand,Sahibganj,1973,8.884,5.074,18.089,4.412,105.766,415.411,265.196,225.814,491.937,217.522,37.921,12.42
Jharkhand,Sahibganj,1974,4.896,0.012,37.99,24.579,89.787,121.638,322.319,209.566,357.486,44.19,5.638,1.425
Jharkhand,Sahibganj,1975,8.668,5.352,1.836,14.393,87.367,183.668,384.212,138.625,269.576,72.023,8.341,0
Jharkhand,Sahibganj,1976,1.7,15.864,2.529,22.036,106.743,120.708,328.639,288.182,287.957,35.107,0.897,0
Jharkhand,Sahibganj,1977,3.35,18.441,1.591,38.03,92.313,318.211,611.542,173.788,138.844,129.159,20.119,22.318
Jharkhand,Sahibganj,1978,2.76,41.42,43.174,50.8,101.065,275.764,343.637,314.129,466.318,157.658,27.141,1.637
Jharkhand,Sahibganj,1979,31.345,29.535,2.223,35.732,26.03,103.879,290.427,277.591,209.736,93.612,6.689,28.834
Jharkhand,Sahibganj,1980,18.351,8.718,40.488,2.117,94.114,271.214,262.575,244.142,152.97,71.804,8.645,0.009
Jharkhand,Sahibganj,1981,14.796,10.455,31.041,79.608,108.016,159.199,380.818,219.712,167.679,1.049,1.843,16.451
Jharkhand,Sahibganj,1982,1.108,7.286,15.471,59.567,27.322,115.832,170.869,205.964,218.781,50.466,9.378,0.02
Jharkhand,Sahibganj,1983,17.072,11.036,15.768,23.998,109.486,199.317,434.244,218.717,134.353,141.287,0.248,6.809
Jharkhand,Sahibganj,1984,25.847,11.961,5.979,38.473,65.265,451.343,408.634,265.02,517.367,45.895,0,0
Jharkhand,Sahibganj,1985,5.708,7.615,1.987,14.186,69.182,123.44,406.678,131.929,199.59,57.436,2.012,20.15
Jharkhand,Sahibganj,1986,6.541,2.526,0.175,49.478,103.445,193.784,281.56,220.03,344.527,90.354,27.269,4.481
Jharkhand,Sahibganj,1987,0.808,6.175,17.172,37.295,68.35,105.737,281.553,238.236,156.115,77.248,11.969,2.339
Jharkhand,Sahibganj,1988,5.043,26.686,21.236,15.964,62.686,139.456,308.025,501.889,136.716,51.523,23.457,3.989
Jharkhand,Sahibganj,1989,12.713,8.301,4.1,0.94,94.909,240.932,244.795,291.192,315.619,62.072,9.233,1.813
Jharkhand,Sahibganj,1990,0.102,17.255,15.249,27.456,191.002,278.527,425.509,283.036,291.534,276.654,5.79,0.351
Jharkhand,Sahibganj,1991,11.298,4.688,21.584,16.575,36.91,186.259,292.192,475.653,247.887,77.495,2.01,10.259
Jharkhand,Sahibganj,1992,10.426,4.591,3.339,18.864,69.257,112.333,341.934,234.869,174.89,36.011,0.922,0.239
Jharkhand,Sahibganj,1993,21.358,4.641,26.431,41.853,84.518,235.478,227.232,326.082,315.061,95.82,7.291,0
Jharkhand,Sahibganj,1994,36.924,18.51,19.211,47.018,52.873,134.375,254.156,357.456,117.413,144.653,10.933,0.239
Jharkhand,Sahibganj,1995,25.728,19.891,12.266,17.36,61.723,169.342,257.657,233.335,345.778,59.725,26.286,1.208
Jharkhand,Sahibganj,1996,12.757,11.099,4.91,33.602,65.271,100.943,177.342,404.016,146.912,129.664,0,0
